Temperature - (Celsius), Year, Statistics, Country, ISO3
25.0193, 1995, Aug Average, Brazil, BRA
25.7562, 1995, Sep Average, Brazil, BRA
26.1276, 1995, Oct Average, Brazil, BRA
25.9217, 1995, Nov Average, Brazil, BRA
25.8998, 1995, Dec Average, Brazil, BRA
25.9877, 1996, Jan Average, Brazil, BRA
26.1255, 1996, Feb Average, Brazil, BRA
25.5699, 1996, Mar Average, Brazil, BRA
25.2402, 1996, Apr Average, Brazil, BRA
24.479, 1996, May Average, Brazil, BRA
22.9811, 1996, Jun Average, Brazil, BRA
23.4364, 1996, Jul Average, Brazil, BRA
24.6444, 1996, Aug Average, Brazil, BRA
25.0308, 1996, Sep Average, Brazil, BRA
25.9201, 1996, Oct Average, Brazil, BRA
25.6649, 1996, Nov Average, Brazil, BRA
26.2589, 1996, Dec Average, Brazil, BRA
25.6118, 1997, Jan Average, Brazil, BRA
25.8601, 1997, Feb Average, Brazil, BRA
25.2519, 1997, Mar Average, Brazil, BRA
25.1507, 1997, Apr Average, Brazil, BRA
24.3424, 1997, May Average, Brazil, BRA
23.7496, 1997, Jun Average, Brazil, BRA
24.2523, 1997, Jul Average, Brazil, BRA
24.6856, 1997, Aug Average, Brazil, BRA
25.8613, 1997, Sep Average, Brazil, BRA
26.8906, 1997, Oct Average, Brazil, BRA
26.7417, 1997, Nov Average, Brazil, BRA
26.465, 1997, Dec Average, Brazil, BRA
26.7041, 1998, Jan Average, Brazil, BRA
26.8333, 1998, Feb Average, Brazil, BRA
26.357, 1998, Mar Average, Brazil, BRA
26.3255, 1998, Apr Average, Brazil, BRA
24.8441, 1998, May Average, Brazil, BRA
23.9281, 1998, Jun Average, Brazil, BRA
24.5773, 1998, Jul Average, Brazil, BRA
25.4446, 1998, Aug Average, Brazil, BRA
25.7331, 1998, Sep Average, Brazil, BRA
26.4043, 1998, Oct Average, Brazil, BRA
26.031, 1998, Nov Average, Brazil, BRA
26.1804, 1998, Dec Average, Brazil, BRA
26.0825, 1999, Jan Average, Brazil, BRA
26.0898, 1999, Feb Average, Brazil, BRA
25.9152, 1999, Mar Average, Brazil, BRA
25.1308, 1999, Apr Average, Brazil, BRA
24.0045, 1999, May Average, Brazil, BRA
23.7472, 1999, Jun Average, Brazil, BRA
23.801, 1999, Jul Average, Brazil, BRA
24.3559, 1999, Aug Average, Brazil, BRA
25.7298, 1999, Sep Average, Brazil, BRA
25.9712, 1999, Oct Average, Brazil, BRA
25.8139, 1999, Nov Average, Brazil, BRA
26.0335, 1999, Dec Average, Brazil, BRA
25.8922, 2000, Jan Average, Brazil, BRA
25.7304, 2000, Feb Average, Brazil, BRA
25.5237, 2000, Mar Average, Brazil, BRA
25.298, 2000, Apr Average, Brazil, BRA
24.6587, 2000, May Average, Brazil, BRA
24.0279, 2000, Jun Average, Brazil, BRA
22.8954, 2000, Jul Average, Brazil, BRA
24.8073, 2000, Aug Average, Brazil, BRA
25.1792, 2000, Sep Average, Brazil, BRA
26.5293, 2000, Oct Average, Brazil, BRA
25.8763, 2000, Nov Average, Brazil, BRA
25.8833, 2000, Dec Average, Brazil, BRA
25.889, 2001, Jan Average, Brazil, BRA
26.1098, 2001, Feb Average, Brazil, BRA
25.9956, 2001, Mar Average, Brazil, BRA
25.844, 2001, Apr Average, Brazil, BRA
24.7001, 2001, May Average, Brazil, BRA
23.2559, 2001, Jun Average, Brazil, BRA
24.2577, 2001, Jul Average, Brazil, BRA
25.1645, 2001, Aug Average, Brazil, BRA
25.7005, 2001, Sep Average, Brazil, BRA
26.2674, 2001, Oct Average, Brazil, BRA
26.3615, 2001, Nov Average, Brazil, BRA
26.071, 2001, Dec Average, Brazil, BRA
26.0038, 2002, Jan Average, Brazil, BRA
26.0543, 2002, Feb Average, Brazil, BRA
26.3506, 2002, Mar Average, Brazil, BRA
26.0302, 2002, Apr Average, Brazil, BRA
25.2653, 2002, May Average, Brazil, BRA
24.0697, 2002, Jun Average, Brazil, BRA
24.3129, 2002, Jul Average, Brazil, BRA
25.3006, 2002, Aug Average, Brazil, BRA
25.5974, 2002, Sep Average, Brazil, BRA
27.0233, 2002, Oct Average, Brazil, BRA
26.4626, 2002, Nov Average, Brazil, BRA
26.3774, 2002, Dec Average, Brazil, BRA
26.4503, 2003, Jan Average, Brazil, BRA
26.4307, 2003, Feb Average, Brazil, BRA
26.0488, 2003, Mar Average, Brazil, BRA
25.7608, 2003, Apr Average, Brazil, BRA
24.7559, 2003, May Average, Brazil, BRA
24.7049, 2003, Jun Average, Brazil, BRA
23.938, 2003, Jul Average, Brazil, BRA
24.1622, 2003, Aug Average, Brazil, BRA
25.5287, 2003, Sep Average, Brazil, BRA
26.2649, 2003, Oct Average, Brazil, BRA
26.2403, 2003, Nov Average, Brazil, BRA
26.5705, 2003, Dec Average, Brazil, BRA
26.1996, 2004, Jan Average, Brazil, BRA
25.7999, 2004, Feb Average, Brazil, BRA
26.001, 2004, Mar Average, Brazil, BRA
26.0832, 2004, Apr Average, Brazil, BRA
24.3298, 2004, May Average, Brazil, BRA
23.9999, 2004, Jun Average, Brazil, BRA
23.6311, 2004, Jul Average, Brazil, BRA
24.6258, 2004, Aug Average, Brazil, BRA
25.8999, 2004, Sep Average, Brazil, BRA
26.496, 2004, Oct Average, Brazil, BRA
26.4233, 2004, Nov Average, Brazil, BRA
26.2918, 2004, Dec Average, Brazil, BRA
26.6529, 2005, Jan Average, Brazil, BRA
26.5285, 2005, Feb Average, Brazil, BRA
26.2976, 2005, Mar Average, Brazil, BRA
26.0263, 2005, Apr Average, Brazil, BRA
25.168, 2005, May Average, Brazil, BRA
24.5774, 2005, Jun Average, Brazil, BRA
23.872, 2005, Jul Average, Brazil, BRA
25.3791, 2005, Aug Average, Brazil, BRA
25.3699, 2005, Sep Average, Brazil, BRA
26.818, 2005, Oct Average, Brazil, BRA
26.64, 2005, Nov Average, Brazil, BRA
25.9184, 2005, Dec Average, Brazil, BRA
26.592, 2006, Jan Average, Brazil, BRA
26.284, 2006, Feb Average, Brazil, BRA
26.1389, 2006, Mar Average, Brazil, BRA
25.4638, 2006, Apr Average, Brazil, BRA
24.1172, 2006, May Average, Brazil, BRA
23.9029, 2006, Jun Average, Brazil, BRA
24.3948, 2006, Jul Average, Brazil, BRA
25.1154, 2006, Aug Average, Brazil, BRA
25.6463, 2006, Sep Average, Brazil, BRA
26.5309, 2006, Oct Average, Brazil, BRA
26.0784, 2006, Nov Average, Brazil, BRA
26.4705, 2006, Dec Average, Brazil, BRA
26.5299, 2007, Jan Average, Brazil, BRA
26.2615, 2007, Feb Average, Brazil, BRA
26.2567, 2007, Mar Average, Brazil, BRA
25.9564, 2007, Apr Average, Brazil, BRA
24.5048, 2007, May Average, Brazil, BRA
24.3439, 2007, Jun Average, Brazil, BRA
23.8918, 2007, Jul Average, Brazil, BRA
24.3937, 2007, Aug Average, Brazil, BRA
26.3635, 2007, Sep Average, Brazil, BRA
26.7388, 2007, Oct Average, Brazil, BRA
26.3731, 2007, Nov Average, Brazil, BRA
26.154, 2007, Dec Average, Brazil, BRA
25.6394, 2008, Jan Average, Brazil, BRA
25.7319, 2008, Feb Average, Brazil, BRA
25.6503, 2008, Mar Average, Brazil, BRA
25.3256, 2008, Apr Average, Brazil, BRA
24.1105, 2008, May Average, Brazil, BRA
23.3868, 2008, Jun Average, Brazil, BRA
24.2839, 2008, Jul Average, Brazil, BRA
25.3217, 2008, Aug Average, Brazil, BRA
25.6099, 2008, Sep Average, Brazil, BRA
26.9318, 2008, Oct Average, Brazil, BRA
26.418, 2008, Nov Average, Brazil, BRA
26.0776, 2008, Dec Average, Brazil, BRA
25.8964, 2009, Jan Average, Brazil, BRA
25.8547, 2009, Feb Average, Brazil, BRA
26.1097, 2009, Mar Average, Brazil, BRA
25.5711, 2009, Apr Average, Brazil, BRA
24.7066, 2009, May Average, Brazil, BRA
23.4252, 2009, Jun Average, Brazil, BRA
24.0877, 2009, Jul Average, Brazil, BRA
25.0589, 2009, Aug Average, Brazil, BRA
26.1593, 2009, Sep Average, Brazil, BRA
26.4735, 2009, Oct Average, Brazil, BRA
27.1158, 2009, Nov Average, Brazil, BRA
26.1505, 2009, Dec Average, Brazil, BRA
26.5481, 2010, Jan Average, Brazil, BRA
27.0655, 2010, Feb Average, Brazil, BRA
26.8228, 2010, Mar Average, Brazil, BRA
25.8801, 2010, Apr Average, Brazil, BRA
24.9453, 2010, May Average, Brazil, BRA
24.0319, 2010, Jun Average, Brazil, BRA
24.2075, 2010, Jul Average, Brazil, BRA
24.7496, 2010, Aug Average, Brazil, BRA
26.498, 2010, Sep Average, Brazil, BRA
26.583, 2010, Oct Average, Brazil, BRA
26.1724, 2010, Nov Average, Brazil, BRA
26.3027, 2010, Dec Average, Brazil, BRA
26.0039, 2011, Jan Average, Brazil, BRA
25.9424, 2011, Feb Average, Brazil, BRA
25.6809, 2011, Mar Average, Brazil, BRA
25.6713, 2011, Apr Average, Brazil, BRA
24.7252, 2011, May Average, Brazil, BRA
24.1491, 2011, Jun Average, Brazil, BRA
24.2797, 2011, Jul Average, Brazil, BRA
25.1329, 2011, Aug Average, Brazil, BRA
26.1025, 2011, Sep Average, Brazil, BRA
26.1899, 2011, Oct Average, Brazil, BRA
25.975, 2011, Nov Average, Brazil, BRA
26.1336, 2011, Dec Average, Brazil, BRA
25.7407, 2012, Jan Average, Brazil, BRA
25.8938, 2012, Feb Average, Brazil, BRA
25.831, 2012, Mar Average, Brazil, BRA
25.8573, 2012, Apr Average, Brazil, BRA
24.8098, 2012, May Average, Brazil, BRA
24.2814, 2012, Jun Average, Brazil, BRA
24.0859, 2012, Jul Average, Brazil, BRA
25.1256, 2012, Aug Average, Brazil, BRA
26.4915, 2012, Sep Average, Brazil, BRA
27.209, 2012, Oct Average, Brazil, BRA
26.6183, 2012, Nov Average, Brazil, BRA
26.5734, 2012, Dec Average, Brazil, BRA
26.3435, 2013, Jan Average, Brazil, BRA
26.3703, 2013, Feb Average, Brazil, BRA
26.327, 2013, Mar Average, Brazil, BRA
25.6717, 2013, Apr Average, Brazil, BRA
24.9765, 2013, May Average, Brazil, BRA
24.6711, 2013, Jun Average, Brazil, BRA
24.1988, 2013, Jul Average, Brazil, BRA
24.4792, 2013, Aug Average, Brazil, BRA
26.0349, 2013, Sep Average, Brazil, BRA
26.4174, 2013, Oct Average, Brazil, BRA
26.1291, 2013, Nov Average, Brazil, BRA
26.3653, 2013, Dec Average, Brazil, BRA
26.3036, 2014, Jan Average, Brazil, BRA
26.1074, 2014, Feb Average, Brazil, BRA
25.8583, 2014, Mar Average, Brazil, BRA
25.8516, 2014, Apr Average, Brazil, BRA
24.9854, 2014, May Average, Brazil, BRA
24.5019, 2014, Jun Average, Brazil, BRA
24.0488, 2014, Jul Average, Brazil, BRA
25.2642, 2014, Aug Average, Brazil, BRA
26.7976, 2014, Sep Average, Brazil, BRA
26.9956, 2014, Oct Average, Brazil, BRA
26.6407, 2014, Nov Average, Brazil, BRA
26.4223, 2014, Dec Average, Brazil, BRA
26.6419, 2015, Jan Average, Brazil, BRA
26.3285, 2015, Feb Average, Brazil, BRA
26.0379, 2015, Mar Average, Brazil, BRA
26.0064, 2015, Apr Average, Brazil, BRA
25.1254, 2015, May Average, Brazil, BRA
24.653, 2015, Jun Average, Brazil, BRA
24.6845, 2015, Jul Average, Brazil, BRA
25.7821, 2015, Aug Average, Brazil, BRA
27.3481, 2015, Sep Average, Brazil, BRA
27.1013, 2015, Oct Average, Brazil, BRA
27.2134, 2015, Nov Average, Brazil, BRA
27.0235, 2015, Dec Average, Brazil, BRA
26.6768, 2016, Jan Average, Brazil, BRA
26.5488, 2016, Feb Average, Brazil, BRA
26.605, 2016, Mar Average, Brazil, BRA
26.7497, 2016, Apr Average, Brazil, BRA
25.1179, 2016, May Average, Brazil, BRA
23.9542, 2016, Jun Average, Brazil, BRA
24.7449, 2016, Jul Average, Brazil, BRA
25.5629, 2016, Aug Average, Brazil, BRA
25.9775, 2016, Sep Average, Brazil, BRA
27.0781, 2016, Oct Average, Brazil, BRA
26.7037, 2016, Nov Average, Brazil, BRA
26.5119, 2016, Dec Average, Brazil, BRA
