"Temp","Year","Stat","Name","Code"
16.6336,1972,"Mar Average","Argentina","ARG"
14.0291,1972,"Apr Average","Argentina","ARG"
11.3739,1972,"May Average","Argentina","ARG"
8.59612,1972,"Jun Average","Argentina","ARG"
7.10049,1972,"Jul Average","Argentina","ARG"
7.91457,1972,"Aug Average","Argentina","ARG"
12.1304,1972,"Sep Average","Argentina","ARG"
13.444,1972,"Oct Average","Argentina","ARG"
16.8155,1972,"Nov Average","Argentina","ARG"
20.0796,1972,"Dec Average","Argentina","ARG"
20.6305,1973,"Jan Average","Argentina","ARG"
20.0621,1973,"Feb Average","Argentina","ARG"
18.3522,1973,"Mar Average","Argentina","ARG"
13.7332,1973,"Apr Average","Argentina","ARG"
9.95378,1973,"May Average","Argentina","ARG"
8.54397,1973,"Jun Average","Argentina","ARG"
5.7671,1973,"Jul Average","Argentina","ARG"
8.59903,1973,"Aug Average","Argentina","ARG"
11.128,1973,"Sep Average","Argentina","ARG"
14.788,1973,"Oct Average","Argentina","ARG"
16.8293,1973,"Nov Average","Argentina","ARG"
19.3007,1973,"Dec Average","Argentina","ARG"
20.5877,1974,"Jan Average","Argentina","ARG"
18.4472,1974,"Feb Average","Argentina","ARG"
17.636,1974,"Mar Average","Argentina","ARG"
14.4587,1974,"Apr Average","Argentina","ARG"
10.8371,1974,"May Average","Argentina","ARG"
7.32527,1974,"Jun Average","Argentina","ARG"
8.31918,1974,"Jul Average","Argentina","ARG"
8.83546,1974,"Aug Average","Argentina","ARG"
10.4378,1974,"Sep Average","Argentina","ARG"
14.8529,1974,"Oct Average","Argentina","ARG"
17.4143,1974,"Nov Average","Argentina","ARG"
18.8297,1974,"Dec Average","Argentina","ARG"
20.9525,1975,"Jan Average","Argentina","ARG"
19.9401,1975,"Feb Average","Argentina","ARG"
17.2952,1975,"Mar Average","Argentina","ARG"
14.3814,1975,"Apr Average","Argentina","ARG"
10.9814,1975,"May Average","Argentina","ARG"
9.6565,1975,"Jun Average","Argentina","ARG"
6.40144,1975,"Jul Average","Argentina","ARG"
8.14458,1975,"Aug Average","Argentina","ARG"
11.8207,1975,"Sep Average","Argentina","ARG"
14.6946,1975,"Oct Average","Argentina","ARG"
16.6049,1975,"Nov Average","Argentina","ARG"
20.4696,1975,"Dec Average","Argentina","ARG"
20.4324,1976,"Jan Average","Argentina","ARG"
19.8123,1976,"Feb Average","Argentina","ARG"
15.5954,1976,"Mar Average","Argentina","ARG"
13.0866,1976,"Apr Average","Argentina","ARG"
10.5881,1976,"May Average","Argentina","ARG"
7.07548,1976,"Jun Average","Argentina","ARG"
7.14908,1976,"Jul Average","Argentina","ARG"
8.5606,1976,"Aug Average","Argentina","ARG"
11.457,1976,"Sep Average","Argentina","ARG"
14.3985,1976,"Oct Average","Argentina","ARG"
17.5299,1976,"Nov Average","Argentina","ARG"
19.1065,1976,"Dec Average","Argentina","ARG"
20.7116,1977,"Jan Average","Argentina","ARG"
19.6102,1977,"Feb Average","Argentina","ARG"
17.9273,1977,"Mar Average","Argentina","ARG"
14.7733,1977,"Apr Average","Argentina","ARG"
10.1308,1977,"May Average","Argentina","ARG"
8.81522,1977,"Jun Average","Argentina","ARG"
7.7619,1977,"Jul Average","Argentina","ARG"
9.02279,1977,"Aug Average","Argentina","ARG"
13.1584,1977,"Sep Average","Argentina","ARG"
15.9537,1977,"Oct Average","Argentina","ARG"
17.7035,1977,"Nov Average","Argentina","ARG"
20.1195,1977,"Dec Average","Argentina","ARG"
20.2396,1978,"Jan Average","Argentina","ARG"
19.9744,1978,"Feb Average","Argentina","ARG"
17.9655,1978,"Mar Average","Argentina","ARG"
14.5164,1978,"Apr Average","Argentina","ARG"
10.8327,1978,"May Average","Argentina","ARG"
7.61294,1978,"Jun Average","Argentina","ARG"
9.35555,1978,"Jul Average","Argentina","ARG"
7.93048,1978,"Aug Average","Argentina","ARG"
12.7247,1978,"Sep Average","Argentina","ARG"
14.9063,1978,"Oct Average","Argentina","ARG"
17.6893,1978,"Nov Average","Argentina","ARG"
20.4175,1978,"Dec Average","Argentina","ARG"
21.6448,1979,"Jan Average","Argentina","ARG"
20.3503,1979,"Feb Average","Argentina","ARG"
17.3763,1979,"Mar Average","Argentina","ARG"
13.6083,1979,"Apr Average","Argentina","ARG"
10.6128,1979,"May Average","Argentina","ARG"
7.81505,1979,"Jun Average","Argentina","ARG"
8.94207,1979,"Jul Average","Argentina","ARG"
10.8715,1979,"Aug Average","Argentina","ARG"
10.4715,1979,"Sep Average","Argentina","ARG"
14.7791,1979,"Oct Average","Argentina","ARG"
16.3015,1979,"Nov Average","Argentina","ARG"
19.414,1979,"Dec Average","Argentina","ARG"
21.6881,1980,"Jan Average","Argentina","ARG"
20.2267,1980,"Feb Average","Argentina","ARG"
19.8361,1980,"Mar Average","Argentina","ARG"
14.0119,1980,"Apr Average","Argentina","ARG"
11.6114,1980,"May Average","Argentina","ARG"
7.50329,1980,"Jun Average","Argentina","ARG"
7.00374,1980,"Jul Average","Argentina","ARG"
9.60148,1980,"Aug Average","Argentina","ARG"
12.0178,1980,"Sep Average","Argentina","ARG"
14.8139,1980,"Oct Average","Argentina","ARG"
16.8086,1980,"Nov Average","Argentina","ARG"
20.1906,1980,"Dec Average","Argentina","ARG"
20.2055,1981,"Jan Average","Argentina","ARG"
20.4271,1981,"Feb Average","Argentina","ARG"
17.8094,1981,"Mar Average","Argentina","ARG"
14.4572,1981,"Apr Average","Argentina","ARG"
12.502,1981,"May Average","Argentina","ARG"
7.47985,1981,"Jun Average","Argentina","ARG"
7.70829,1981,"Jul Average","Argentina","ARG"
10.3423,1981,"Aug Average","Argentina","ARG"
10.9765,1981,"Sep Average","Argentina","ARG"
14.9005,1981,"Oct Average","Argentina","ARG"
17.3648,1981,"Nov Average","Argentina","ARG"
20.0369,1981,"Dec Average","Argentina","ARG"
21.2924,1982,"Jan Average","Argentina","ARG"
19.3113,1982,"Feb Average","Argentina","ARG"
17.8425,1982,"Mar Average","Argentina","ARG"
15.2291,1982,"Apr Average","Argentina","ARG"
12.0916,1982,"May Average","Argentina","ARG"
7.17449,1982,"Jun Average","Argentina","ARG"
7.22254,1982,"Jul Average","Argentina","ARG"
9.84843,1982,"Aug Average","Argentina","ARG"
12.5362,1982,"Sep Average","Argentina","ARG"
14.6095,1982,"Oct Average","Argentina","ARG"
17.0304,1982,"Nov Average","Argentina","ARG"
20.6226,1982,"Dec Average","Argentina","ARG"
21.554,1983,"Jan Average","Argentina","ARG"
19.801,1983,"Feb Average","Argentina","ARG"
17.8861,1983,"Mar Average","Argentina","ARG"
14.3683,1983,"Apr Average","Argentina","ARG"
10.4173,1983,"May Average","Argentina","ARG"
5.84127,1983,"Jun Average","Argentina","ARG"
6.4461,1983,"Jul Average","Argentina","ARG"
8.45381,1983,"Aug Average","Argentina","ARG"
10.7951,1983,"Sep Average","Argentina","ARG"
15.7717,1983,"Oct Average","Argentina","ARG"
18.2043,1983,"Nov Average","Argentina","ARG"
21.578,1983,"Dec Average","Argentina","ARG"
21.4665,1984,"Jan Average","Argentina","ARG"
20.0882,1984,"Feb Average","Argentina","ARG"
17.5664,1984,"Mar Average","Argentina","ARG"
13.1641,1984,"Apr Average","Argentina","ARG"
9.86228,1984,"May Average","Argentina","ARG"
5.25915,1984,"Jun Average","Argentina","ARG"
6.27928,1984,"Jul Average","Argentina","ARG"
7.66262,1984,"Aug Average","Argentina","ARG"
11.976,1984,"Sep Average","Argentina","ARG"
15.6267,1984,"Oct Average","Argentina","ARG"
16.9888,1984,"Nov Average","Argentina","ARG"
18.2197,1984,"Dec Average","Argentina","ARG"
20.642,1985,"Jan Average","Argentina","ARG"
20.0659,1985,"Feb Average","Argentina","ARG"
17.8221,1985,"Mar Average","Argentina","ARG"
13.6834,1985,"Apr Average","Argentina","ARG"
11.5605,1985,"May Average","Argentina","ARG"
9.07404,1985,"Jun Average","Argentina","ARG"
7.75287,1985,"Jul Average","Argentina","ARG"
9.29351,1985,"Aug Average","Argentina","ARG"
11.9669,1985,"Sep Average","Argentina","ARG"
14.6381,1985,"Oct Average","Argentina","ARG"
18.6715,1985,"Nov Average","Argentina","ARG"
20.4745,1985,"Dec Average","Argentina","ARG"
21.3306,1986,"Jan Average","Argentina","ARG"
19.9701,1986,"Feb Average","Argentina","ARG"
16.8253,1986,"Mar Average","Argentina","ARG"
14.5284,1986,"Apr Average","Argentina","ARG"
10.9215,1986,"May Average","Argentina","ARG"
8.96275,1986,"Jun Average","Argentina","ARG"
8.6432,1986,"Jul Average","Argentina","ARG"
9.42658,1986,"Aug Average","Argentina","ARG"
11.7518,1986,"Sep Average","Argentina","ARG"
15.163,1986,"Oct Average","Argentina","ARG"
17.2452,1986,"Nov Average","Argentina","ARG"
20.6725,1986,"Dec Average","Argentina","ARG"
21.5246,1987,"Jan Average","Argentina","ARG"
20.9787,1987,"Feb Average","Argentina","ARG"
18.2568,1987,"Mar Average","Argentina","ARG"
14.8454,1987,"Apr Average","Argentina","ARG"
8.57659,1987,"May Average","Argentina","ARG"
8.7646,1987,"Jun Average","Argentina","ARG"
9.09147,1987,"Jul Average","Argentina","ARG"
8.30226,1987,"Aug Average","Argentina","ARG"
10.9981,1987,"Sep Average","Argentina","ARG"
15.3542,1987,"Oct Average","Argentina","ARG"
18.3479,1987,"Nov Average","Argentina","ARG"
19.1428,1987,"Dec Average","Argentina","ARG"
20.5667,1988,"Jan Average","Argentina","ARG"
20.2452,1988,"Feb Average","Argentina","ARG"
18.9005,1988,"Mar Average","Argentina","ARG"
13.4823,1988,"Apr Average","Argentina","ARG"
8.64867,1988,"May Average","Argentina","ARG"
7.27731,1988,"Jun Average","Argentina","ARG"
5.88855,1988,"Jul Average","Argentina","ARG"
9.04696,1988,"Aug Average","Argentina","ARG"
11.2853,1988,"Sep Average","Argentina","ARG"
14.2286,1988,"Oct Average","Argentina","ARG"
19.0638,1988,"Nov Average","Argentina","ARG"
20.9593,1988,"Dec Average","Argentina","ARG"
21.9373,1989,"Jan Average","Argentina","ARG"
21.8322,1989,"Feb Average","Argentina","ARG"
17.517,1989,"Mar Average","Argentina","ARG"
14.5083,1989,"Apr Average","Argentina","ARG"
10.4467,1989,"May Average","Argentina","ARG"
9.1922,1989,"Jun Average","Argentina","ARG"
7.31647,1989,"Jul Average","Argentina","ARG"
9.78454,1989,"Aug Average","Argentina","ARG"
10.907,1989,"Sep Average","Argentina","ARG"
15.2175,1989,"Oct Average","Argentina","ARG"
18.5074,1989,"Nov Average","Argentina","ARG"
20.987,1989,"Dec Average","Argentina","ARG"
21.4023,1990,"Jan Average","Argentina","ARG"
20.1716,1990,"Feb Average","Argentina","ARG"
17.3127,1990,"Mar Average","Argentina","ARG"
13.5953,1990,"Apr Average","Argentina","ARG"
10.1932,1990,"May Average","Argentina","ARG"
7.72992,1990,"Jun Average","Argentina","ARG"
7.32239,1990,"Jul Average","Argentina","ARG"
11.0152,1990,"Aug Average","Argentina","ARG"
10.9587,1990,"Sep Average","Argentina","ARG"
15.9797,1990,"Oct Average","Argentina","ARG"
18.4022,1990,"Nov Average","Argentina","ARG"
19.8568,1990,"Dec Average","Argentina","ARG"
20.6078,1991,"Jan Average","Argentina","ARG"
20.0149,1991,"Feb Average","Argentina","ARG"
18.9456,1991,"Mar Average","Argentina","ARG"
14.8802,1991,"Apr Average","Argentina","ARG"
11.959,1991,"May Average","Argentina","ARG"
8.1756,1991,"Jun Average","Argentina","ARG"
7.28993,1991,"Jul Average","Argentina","ARG"
8.97668,1991,"Aug Average","Argentina","ARG"
12.493,1991,"Sep Average","Argentina","ARG"
13.8637,1991,"Oct Average","Argentina","ARG"
17.3465,1991,"Nov Average","Argentina","ARG"
18.6552,1991,"Dec Average","Argentina","ARG"
21.0054,1992,"Jan Average","Argentina","ARG"
19.6117,1992,"Feb Average","Argentina","ARG"
18.6981,1992,"Mar Average","Argentina","ARG"
13.9453,1992,"Apr Average","Argentina","ARG"
10.2134,1992,"May Average","Argentina","ARG"
8.60625,1992,"Jun Average","Argentina","ARG"
5.24201,1992,"Jul Average","Argentina","ARG"
9.5294,1992,"Aug Average","Argentina","ARG"
11.6078,1992,"Sep Average","Argentina","ARG"
14.7128,1992,"Oct Average","Argentina","ARG"
16.5091,1992,"Nov Average","Argentina","ARG"
19.5419,1992,"Dec Average","Argentina","ARG"
20.9474,1993,"Jan Average","Argentina","ARG"
19.9835,1993,"Feb Average","Argentina","ARG"
19.1928,1993,"Mar Average","Argentina","ARG"
14.486,1993,"Apr Average","Argentina","ARG"
10.302,1993,"May Average","Argentina","ARG"
8.10868,1993,"Jun Average","Argentina","ARG"
6.80646,1993,"Jul Average","Argentina","ARG"
9.91542,1993,"Aug Average","Argentina","ARG"
11.3827,1993,"Sep Average","Argentina","ARG"
15.1105,1993,"Oct Average","Argentina","ARG"
17.282,1993,"Nov Average","Argentina","ARG"
20.0113,1993,"Dec Average","Argentina","ARG"
21.223,1994,"Jan Average","Argentina","ARG"
19.4316,1994,"Feb Average","Argentina","ARG"
18.1475,1994,"Mar Average","Argentina","ARG"
14.186,1994,"Apr Average","Argentina","ARG"
12.4266,1994,"May Average","Argentina","ARG"
9.84575,1994,"Jun Average","Argentina","ARG"
7.60763,1994,"Jul Average","Argentina","ARG"
9.82,1994,"Aug Average","Argentina","ARG"
13.0016,1994,"Sep Average","Argentina","ARG"
14.76,1994,"Oct Average","Argentina","ARG"
18.078,1994,"Nov Average","Argentina","ARG"
21.6559,1994,"Dec Average","Argentina","ARG"
20.3774,1995,"Jan Average","Argentina","ARG"
19.156,1995,"Feb Average","Argentina","ARG"
17.7828,1995,"Mar Average","Argentina","ARG"
14.2485,1995,"Apr Average","Argentina","ARG"
11.0299,1995,"May Average","Argentina","ARG"
7.90884,1995,"Jun Average","Argentina","ARG"
6.73381,1995,"Jul Average","Argentina","ARG"
8.37725,1995,"Aug Average","Argentina","ARG"
12.2217,1995,"Sep Average","Argentina","ARG"
14.8096,1995,"Oct Average","Argentina","ARG"
18.5903,1995,"Nov Average","Argentina","ARG"
22.0006,1995,"Dec Average","Argentina","ARG"
20.4299,1996,"Jan Average","Argentina","ARG"
19.3486,1996,"Feb Average","Argentina","ARG"
18.5759,1996,"Mar Average","Argentina","ARG"
13.9507,1996,"Apr Average","Argentina","ARG"
11.8187,1996,"May Average","Argentina","ARG"
6.47406,1996,"Jun Average","Argentina","ARG"
6.83712,1996,"Jul Average","Argentina","ARG"
10.6906,1996,"Aug Average","Argentina","ARG"
11.8586,1996,"Sep Average","Argentina","ARG"
15.5204,1996,"Oct Average","Argentina","ARG"
18.403,1996,"Nov Average","Argentina","ARG"
19.7288,1996,"Dec Average","Argentina","ARG"
21.6139,1997,"Jan Average","Argentina","ARG"
19.1154,1997,"Feb Average","Argentina","ARG"
18.2583,1997,"Mar Average","Argentina","ARG"
15.5438,1997,"Apr Average","Argentina","ARG"
11.7114,1997,"May Average","Argentina","ARG"
8.36209,1997,"Jun Average","Argentina","ARG"
9.15932,1997,"Jul Average","Argentina","ARG"
10.0269,1997,"Aug Average","Argentina","ARG"
12.2806,1997,"Sep Average","Argentina","ARG"
14.6439,1997,"Oct Average","Argentina","ARG"
17.524,1997,"Nov Average","Argentina","ARG"
19.6368,1997,"Dec Average","Argentina","ARG"
20.4658,1998,"Jan Average","Argentina","ARG"
18.7836,1998,"Feb Average","Argentina","ARG"
17.0186,1998,"Mar Average","Argentina","ARG"
13.9053,1998,"Apr Average","Argentina","ARG"
11.5361,1998,"May Average","Argentina","ARG"
8.97167,1998,"Jun Average","Argentina","ARG"
9.60283,1998,"Jul Average","Argentina","ARG"
9.4739,1998,"Aug Average","Argentina","ARG"
10.7708,1998,"Sep Average","Argentina","ARG"
16.0628,1998,"Oct Average","Argentina","ARG"
17.8949,1998,"Nov Average","Argentina","ARG"
20.2283,1998,"Dec Average","Argentina","ARG"
20.3991,1999,"Jan Average","Argentina","ARG"
20.6482,1999,"Feb Average","Argentina","ARG"
17.7615,1999,"Mar Average","Argentina","ARG"
12.9279,1999,"Apr Average","Argentina","ARG"
10.4764,1999,"May Average","Argentina","ARG"
7.27673,1999,"Jun Average","Argentina","ARG"
6.72502,1999,"Jul Average","Argentina","ARG"
9.61648,1999,"Aug Average","Argentina","ARG"
12.9408,1999,"Sep Average","Argentina","ARG"
15.2472,1999,"Oct Average","Argentina","ARG"
17.3542,1999,"Nov Average","Argentina","ARG"
19.8052,1999,"Dec Average","Argentina","ARG"
21.2042,2000,"Jan Average","Argentina","ARG"
19.473,2000,"Feb Average","Argentina","ARG"
17.0282,2000,"Mar Average","Argentina","ARG"
14.5946,2000,"Apr Average","Argentina","ARG"
10.1832,2000,"May Average","Argentina","ARG"
8.16384,2000,"Jun Average","Argentina","ARG"
5.6623,2000,"Jul Average","Argentina","ARG"
8.93691,2000,"Aug Average","Argentina","ARG"
10.8196,2000,"Sep Average","Argentina","ARG"
14.9053,2000,"Oct Average","Argentina","ARG"
16.3921,2000,"Nov Average","Argentina","ARG"
19.6262,2000,"Dec Average","Argentina","ARG"
21.0206,2001,"Jan Average","Argentina","ARG"
21.3507,2001,"Feb Average","Argentina","ARG"
18.1422,2001,"Mar Average","Argentina","ARG"
13.8114,2001,"Apr Average","Argentina","ARG"
9.83762,2001,"May Average","Argentina","ARG"
8.40546,2001,"Jun Average","Argentina","ARG"
7.093,2001,"Jul Average","Argentina","ARG"
10.5503,2001,"Aug Average","Argentina","ARG"
11.4514,2001,"Sep Average","Argentina","ARG"
15.3719,2001,"Oct Average","Argentina","ARG"
17.1233,2001,"Nov Average","Argentina","ARG"
20.32,2001,"Dec Average","Argentina","ARG"
20.7501,2002,"Jan Average","Argentina","ARG"
19.8967,2002,"Feb Average","Argentina","ARG"
17.7539,2002,"Mar Average","Argentina","ARG"
13.6359,2002,"Apr Average","Argentina","ARG"
11.0363,2002,"May Average","Argentina","ARG"
6.15263,2002,"Jun Average","Argentina","ARG"
7.5003,2002,"Jul Average","Argentina","ARG"
9.87068,2002,"Aug Average","Argentina","ARG"
11.9883,2002,"Sep Average","Argentina","ARG"
15.7359,2002,"Oct Average","Argentina","ARG"
17.6563,2002,"Nov Average","Argentina","ARG"
19.5876,2002,"Dec Average","Argentina","ARG"
21.3582,2003,"Jan Average","Argentina","ARG"
20.1778,2003,"Feb Average","Argentina","ARG"
18.4886,2003,"Mar Average","Argentina","ARG"
13.6467,2003,"Apr Average","Argentina","ARG"
11.1157,2003,"May Average","Argentina","ARG"
9.72457,2003,"Jun Average","Argentina","ARG"
7.61546,2003,"Jul Average","Argentina","ARG"
8.56684,2003,"Aug Average","Argentina","ARG"
12.4827,2003,"Sep Average","Argentina","ARG"
16.13,2003,"Oct Average","Argentina","ARG"
18.3205,2003,"Nov Average","Argentina","ARG"
19.022,2003,"Dec Average","Argentina","ARG"
22.1256,2004,"Jan Average","Argentina","ARG"
20.0876,2004,"Feb Average","Argentina","ARG"
19.0896,2004,"Mar Average","Argentina","ARG"
14.8005,2004,"Apr Average","Argentina","ARG"
8.59883,2004,"May Average","Argentina","ARG"
9.09254,2004,"Jun Average","Argentina","ARG"
7.78724,2004,"Jul Average","Argentina","ARG"
9.35525,2004,"Aug Average","Argentina","ARG"
12.8092,2004,"Sep Average","Argentina","ARG"
15.1882,2004,"Oct Average","Argentina","ARG"
17.2509,2004,"Nov Average","Argentina","ARG"
20.2446,2004,"Dec Average","Argentina","ARG"
21.122,2005,"Jan Average","Argentina","ARG"
20.9743,2005,"Feb Average","Argentina","ARG"
17.6785,2005,"Mar Average","Argentina","ARG"
13.0949,2005,"Apr Average","Argentina","ARG"
10.3881,2005,"May Average","Argentina","ARG"
8.66023,2005,"Jun Average","Argentina","ARG"
7.86727,2005,"Jul Average","Argentina","ARG"
9.10082,2005,"Aug Average","Argentina","ARG"
10.9591,2005,"Sep Average","Argentina","ARG"
14.3379,2005,"Oct Average","Argentina","ARG"
18.4758,2005,"Nov Average","Argentina","ARG"
19.63,2005,"Dec Average","Argentina","ARG"
21.409,2006,"Jan Average","Argentina","ARG"
20.471,2006,"Feb Average","Argentina","ARG"
17.5969,2006,"Mar Average","Argentina","ARG"
14.716,2006,"Apr Average","Argentina","ARG"
9.77709,2006,"May Average","Argentina","ARG"
9.11357,2006,"Jun Average","Argentina","ARG"
9.40398,2006,"Jul Average","Argentina","ARG"
9.17325,2006,"Aug Average","Argentina","ARG"
12.219,2006,"Sep Average","Argentina","ARG"
16.1313,2006,"Oct Average","Argentina","ARG"
17.7557,2006,"Nov Average","Argentina","ARG"
20.5985,2006,"Dec Average","Argentina","ARG"
20.9028,2007,"Jan Average","Argentina","ARG"
20.0159,2007,"Feb Average","Argentina","ARG"
17.7366,2007,"Mar Average","Argentina","ARG"
14.8429,2007,"Apr Average","Argentina","ARG"
8.40856,2007,"May Average","Argentina","ARG"
7.13577,2007,"Jun Average","Argentina","ARG"
5.71202,2007,"Jul Average","Argentina","ARG"
6.73735,2007,"Aug Average","Argentina","ARG"
12.6641,2007,"Sep Average","Argentina","ARG"
15.7942,2007,"Oct Average","Argentina","ARG"
17.1401,2007,"Nov Average","Argentina","ARG"
20.1885,2007,"Dec Average","Argentina","ARG"
